color,currency,image,inStock,name,os,page_num,price,processor,ram,rom,screenSize,url,wasPrice
desert titanium,AED,https://cdn.media.amplience.net/i/emax/100000366247_1,1,Apple iPhone 16 Pro Max 512GB Desert Titanium 5G UAE Version,iOS 18,1,5949.0,A18 Pro Chip,,512gb,6.9 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-max-512gb-desert-titanium-5g-uae-version-p-01J7NKYPPYGRBC0QP2T8460366-Desert Titanium-512GB.html,5949.0
natural titanium,AED,https://cdn.media.amplience.net/i/emax/100000366240_1,1,Apple iPhone 16 Pro Max 256GB Natural Titanium 5G UAE Version,iOS 18,1,5099.0,A18 Pro Chip,,256gb,6.9 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-max-256gb-natural-titanium-5g-uae-version-p-01J7NKYPPYGRBC0QP2T8460366-Natural Titanium-256GB.html,5099.0
desert titanium,AED,https://cdn.media.amplience.net/i/emax/100000366247_1,1,Apple iPhone 16 Pro Max 256GB Desert Titanium 5G UAE Version,iOS 18,1,5999.0,A18 Pro Chip,,256gb,6.9 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-max-256gb-desert-titanium-5g-uae-version-p-01J7NKYPPYGRBC0QP2T8460366-Desert Titanium-256GB.html,5999.0
white titanium,AED,https://cdn.media.amplience.net/i/emax/100000366238_1,1,Apple iPhone 16 Pro Max 256GB White Titanium 5G UAE Version,iOS 18,1,5099.0,A18 Pro Chip,,256gb,6.9 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-max-256gb-white-titanium-5g-uae-version-p-01J7NKYPPYGRBC0QP2T8460366-White Titanium-256GB.html,5099.0
desert titanium,AED,https://cdn.media.amplience.net/i/emax/100000366231_1,1,Apple iphone 16 Pro 1TB Desert Titanium 5G UAE Version,iOS 18,1,6399.0,A18 Pro Chip,,1tb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-1tb-desert-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Desert Titanium-1TB.html,6399.0
white titanium,AED,https://cdn.media.amplience.net/i/emax/100000366230_1,1,Apple iphone 16 Pro 1TB White Titanium 5G UAE Version,iOS 18,1,6399.0,A18 Pro Chip,,1tb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-1tb-white-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-White Titanium-1TB.html,6399.0
black titanium,AED,https://cdn.media.amplience.net/i/emax/100000366221_1,1,Apple iphone 16 Pro 1TB Black Titanium 5G UAE Version,iOS 18,1,6399.0,A18 Pro Chip,,1tb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-1tb-black-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Black Titanium-1TB.html,6399.0
natural titanium,AED,https://cdn.media.amplience.net/i/emax/100000366232_1,1,Apple iphone 16 Pro 512GB Natural Titanium 5G UAE Version,iOS 18,1,5549.0,A18 Pro Chip,,512gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-512gb-natural-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Natural Titanium-512GB.html,5549.0
desert titanium,AED,https://cdn.media.amplience.net/i/emax/100000366231_1,1,Apple iphone 16 Pro 512GB Desert Titanium 5G UAE Version,iOS 18,1,5549.0,A18 Pro Chip,,512gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-512gb-desert-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Desert Titanium-512GB.html,5549.0
white titanium,AED,https://cdn.media.amplience.net/i/emax/100000366230_1,1,Apple iphone 16 Pro 512GB White Titanium 5G UAE Version,iOS 18,1,5549.0,A18 Pro Chip,,512gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-512gb-white-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-White Titanium-512GB.html,5549.0
black titanium,AED,https://cdn.media.amplience.net/i/emax/100000366221_1,1,Apple iphone 16 Pro 512GB Black Titanium 5G UAE Version,iOS 18,1,5549.0,A18 Pro Chip,,512gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-512gb-black-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Black Titanium-512GB.html,5549.0
natural titanium,AED,https://cdn.media.amplience.net/i/emax/100000366232_1,1,Apple iphone 16 Pro 256GB Natural Titanium 5G UAE Version,iOS 18,1,4699.0,A18 Pro Chip,,256gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-256gb-natural-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Natural Titanium-256GB.html,4699.0
white titanium,AED,https://cdn.media.amplience.net/i/emax/100000366230_1,1,Apple iphone 16 Pro 256GB White Titanium 5G UAE Version,iOS 18,1,4699.0,A18 Pro Chip,,256gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-256gb-white-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-White Titanium-256GB.html,4699.0
black titanium,AED,https://cdn.media.amplience.net/i/emax/100000366221_1,1,Apple iphone 16 Pro 256GB Black Titanium 5G UAE Version,iOS 18,1,4699.0,A18 Pro Chip,,256gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-256gb-black-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Black Titanium-256GB.html,4699.0
natural titanium,AED,https://cdn.media.amplience.net/i/emax/100000366232_1,1,Apple iphone 16 Pro 128GB Natural Titanium 5G UAE Version,iOS 18,1,4299.0,A18 Pro Chip,,128gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-128gb-natural-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Natural Titanium-128GB.html,4299.0
desert titanium,AED,https://cdn.media.amplience.net/i/emax/100000366231_1,1,Apple iphone 16 Pro 128GB Desert Titanium 5G UAE Version,iOS 18,1,4299.0,A18 Pro Chip,,128gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-128gb-desert-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Desert Titanium-128GB.html,4299.0
white titanium,AED,https://cdn.media.amplience.net/i/emax/100000366230_1,1,Apple iphone 16 Pro 128GB White Titanium 5G UAE Version,iOS 18,1,4299.0,A18 Pro Chip,,128gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-128gb-white-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-White Titanium-128GB.html,4299.0
black titanium,AED,https://cdn.media.amplience.net/i/emax/100000366221_1,1,Apple iphone 16 Pro 128GB Black Titanium 5G UAE Version,iOS 18,1,4299.0,A18 Pro Chip,,128gb,6.3 Inch,uae.emaxme.com/buy-apple-iphone-16-pro-128gb-black-titanium-5g-uae-version-p-01J7NKYPPN7ABX11KECDW018XH-Black Titanium-128GB.html,4299.0
ultramarine,AED,https://cdn.media.amplience.net/i/emax/100000366209_1,1,Apple iPhone 16 Plus 128GB Ultramarine 5G UAE Version,iOS 18,1,3799.0,A18 Chip,,128gb,6.7 Inch,uae.emaxme.com/buy-apple-iphone-16-plus-128gb-ultramarine-5g-uae-version-p-01J7NKYPPA8SF116MPGGBQ0GFK-Ultramarine-128GB.html,3799.0
black,AED,https://cdn.media.amplience.net/i/emax/100000366206_1,1,Apple iPhone 16 Plus 128GB Black 5G UAE Version,iOS 18,1,3799.0,A18 Chip,,128gb,6.7 Inch,uae.emaxme.com/buy-apple-iphone-16-plus-128gb-black-5g-uae-version-p-01J7NKYPPA8SF116MPGGBQ0GFK-Black-128GB.html,3799.0
pink,AED,https://cdn.media.amplience.net/i/emax/100000366198_1,1,Apple iPhone 16 256GB Pink 5G UAE Version,iOS 18,1,3799.0,A18 Chip,,256gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-16-256gb-pink-5g-uae-version-p-01J7NKYPNK4DF61GPV43R40H3R-Pink-256GB.html,3799.0
ultramarine,AED,https://cdn.media.amplience.net/i/emax/100000366194_1,1,Apple iPhone 16 128GB Ultramarine 5G UAE Version,iOS 18,1,3399.0,A18 Chip,,128gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-16-128gb-ultramarine-5g-uae-version-p-01J7NKYPNK4DF61GPV43R40H3R-Ultramarine-128GB.html,3399.0
pink,AED,https://cdn.media.amplience.net/i/emax/100000366198_1,1,Apple iPhone 16 128GB Pink 5G UAE Version,iOS 18,1,3399.0,A18 Chip,,128gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-16-128gb-pink-5g-uae-version-p-01J7NKYPNK4DF61GPV43R40H3R-Pink-128GB.html,3399.0
black,AED,https://cdn.media.amplience.net/i/emax/100000366196_1,1,Apple iPhone 16 128GB Black 5G UAE Version,iOS 18,1,3399.0,A18 Chip,,128gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-16-128gb-black-5g-uae-version-p-01J7NKYPNK4DF61GPV43R40H3R-Black-128GB.html,3399.0
reddish brown,AED,https://cdn.media.amplience.net/i/emax/100000364889_1,1,Honor Magic V3 12GB 512GB Smartphone Reddish Brown 5G + Free Gifts,MagicOS,1,6899.0,Octa-Core,12gb,512gb,7.92 Inch,uae.emaxme.com/buy-honor-magic-v3-12gb-512gb-smartphone-reddish-brown-5g--free-gifts-p-01J6EF2P3VN5MA02DFF5V404W6-Reddish Brown-12GB 512GB.html,6899.0
green,AED,https://cdn.media.amplience.net/i/emax/100000364888_1,1,Honor Magic V3 12GB 512GB Smartphone Green 5G + Free Gifts,MagicOS,1,6899.0,Octa-Core,12gb,512gb,7.92 Inch,uae.emaxme.com/buy-honor-magic-v3-12gb-512gb-smartphone-green-5g--free-gifts-p-01J6EF2P3VN5MA02DFF5V404W6-Green-12GB 512GB.html,6899.0
black,AED,https://cdn.media.amplience.net/i/emax/100000364887_1,1,Honor Magic V3 12GB 512GB Smartphone Black 5G + Free Gifts,MagicOS,1,6899.0,Octa-Core,12gb,512gb,7.92 Inch,uae.emaxme.com/buy-honor-magic-v3-12gb-512gb-smartphone-black-5g--free-gifts-p-01J6EF2P3VN5MA02DFF5V404W6-Black-12GB 512GB.html,6899.0
ocean blue,AED,https://cdn.media.amplience.net/i/emax/100000364814_1,1,Oppo A60 6GB 128GB Ocean Blue 5G Smartphone,ColorOS 14.0.1,1,679.0,Mediatek MT6835T,6gb,128gb,6.67 Inch,uae.emaxme.com/buy-oppo-a60-6gb-128gb-ocean-blue-5g-smartphone-p-01J6BVCZYCAAAJ1ZCSPMK40FGB-Ocean Blue-6GB 128GB.html,679.0
nebula red,AED,https://cdn.media.amplience.net/i/emax/100000364813_1,1,Oppo A60 6GB 128GB Nebula Red 5G Smartphone,ColorOS 14.0.1,1,679.0,Mediatek MT6835T,6gb,128gb,6.67 Inch,uae.emaxme.com/buy-oppo-a60-6gb-128gb-nebula-red-5g-smartphone-p-01J6BVCZYCAAAJ1ZCSPMK40FGB-Nebula Red-6GB 128GB.html,679.0
nebula red,AED,https://cdn.media.amplience.net/i/emax/100000364812_1,1,Oppo A3X 4GB 128GB Nebula Red 4G Smartphone,ColorOS 14.0.1,1,449.0,Octa-Core,4gb,128gb,6.67 Inch,uae.emaxme.com/buy-oppo-a3x-4gb-128gb-nebula-red-4g-smartphone-p-01J6BVCZYEJ0E018MA8HFN01B1-Nebula Red-4GB 128GB.html,449.0
