colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
blue,AED,https://f.nooncdn.com/p/pnsku/N70044680V/45/_/1707276708/051f142e-5c27-4271-a9e5-68723995e6eb.jpg?format=jpg&width=240,Galaxy A15 Dual Sim Light Blue 8Gb Ram 256Gb 5G Indian Version,674.0,Android 14,13,Samsung Exynos 7,8 GB,799.0,256 GB,https://www.noon.com/uae-en/galaxy-a15-dual-sim-light-blue-8gb-ram-256gb-5g-indian-version/N70035914V/p/?o=a49e15815ffba79c
Green,AED,,Galaxy S22 Plus 256GB 8GB RAM 5G Green,1245.0,,13,Qualcomm Snapdragon,8 GB,1348.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-plus-256gb-8gb-ram-5g-green/N52553172A/p/?o=c462167448163e7c
Prism White,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S10 Plus Prism White 512GB4G LTE,755.0,Android 9(Pie),13,Qualcomm,8 GB,870.0,512 GB,https://www.noon.com/uae-en/galaxy-s10-plus-prism-white-512gb4g-lte/N23198486A/p/?o=f285446d2e4a2aaf
Light Blue,AED,,"Galaxy A15 5G, Android Smartphone, Dual SIM Mobile Phone, 6GB RAM, 128GB Storage, Blue",,Android 14,13,,6 GB,625.0,128 GB,https://www.noon.com/uae-en/galaxy-a15-5g-android-smartphone-dual-sim-mobile-phone-6gb-ram-128gb-storage-blue/N70102440V/p/?o=dd9ce9ce5e04918b
Phantom Black,AED,https://f.nooncdn.com/p/pnsku/N70010101V/45/_/1696345246/5e5b57db-531f-4237-961d-fc0c8a893c08.jpg?format=jpg&width=240,Galaxy S21 Ultra 5G Single SIM 12GB RAM 256GB ROM International Version,1100.0,,13,,12 GB,3899.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-5g-single-sim-12gb-ram-256gb-rom-international-version/N52366146A/p/?o=cdcadfc5ad71164c
Cream,AED,https://f.nooncdn.com/p/pnsku/N53378013A/45/_/1712239203/c19c13b2-25ba-4564-acef-85e09654a55d.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Dual SIM Cream 12GB RAM 1TB - Middle East Version,5990.0,,13,,12 GB,6449.0,1 TB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-cream-12gb-ram-1tb-middle-east-version/N53378013A/p/?o=ab5792c88b54a5be
,AED,,BM10 World's Smallest Pocket Mobile Phone Dual Sim Support with Bluetooth Dialer (Blue),,,13,,,59.0,,https://www.noon.com/uae-en/bm10-world-s-smallest-pocket-mobile-phone-dual-sim-support-with-bluetooth-dialer-blue/ZD2CCC051EA94B3F79DBFZ/p/?o=zd2ccc051ea94b3f79dbfz-1
Cool Blue,AED,https://f.nooncdn.com/p/pnsku/N70048029V/45/_/1708686227/5abd283d-7f6e-4862-9377-e263e1ac0b15.jpg?format=jpg&width=240,12R 5G Dual SIM Cool Blue 8GB RAM 128GB - International Version,1445.0,Android 14,13,Qualcomm Snapdragon,8 GB,1660.0,128 GB,https://www.noon.com/uae-en/12r-5g-dual-sim-cool-blue-8gb-ram-128gb-international-version/N70048029V/p/?o=b59b588207f6e72e
Purple,AED,https://f.nooncdn.com/p/pnsku/N70083781V/45/_/1717740058/3be6537b-9aba-4933-9543-4b897c8f47dc.jpg?format=jpg&width=240,Redmi Note 13 Pro+ 5G Dual SIM Purple 12GB RAM 256GB Multi-language Chinese Version,,,13,,12 GB,1180.0,256 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-dual-sim-purple-12gb-ram-256gb-multi-language-chinese-version/N70083781V/p/?o=eed7ca46624b722c
Lavender,AED,https://f.nooncdn.com/p/pnsku/N53424157A/45/_/1694014390/9aa54c81-2245-4bc9-8126-1a735396fe08.jpg?format=jpg&width=240,Galaxy Z Flip 5 Single Sim Lavender 8GB RAM 256GB 5G - International Version,1730.0,,13,,8 GB,3899.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-5-single-sim-lavender-8gb-ram-256gb-5g-international-version/N53424154A/p/?o=a59f5bd27b6e25ab
Cosmic Black,AED,,Galaxy S20 Plus 5G 8GB RAM 128GB ROM Cosmic Black - International Version,680.0,,13,,8 GB,750.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-plus-5g-8gb-ram-128gb-rom-cosmic-black-international-version/N70068953V/p/?o=a67b5103fff6ed2b
Grey,AED,,6300 Dual SIM 512MB RAM 4GB 4G LTE,,,13,,512 MB,154.1,128 MB,https://www.noon.com/uae-en/6300-dual-sim-512mb-ram-4gb-4g-lte/N53375220A/p/?o=feaeccc3c51989ce
Silver,AED,https://f.nooncdn.com/p/v1687521073/N47727367A_1.jpg?format=jpg&width=240,Galaxy S21 Ultra Phantom Silver 12GB RAM 128GB 5G,825.0,,13,,12 GB,4099.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-phantom-silver-12gb-ram-128gb-5g/N48084168A/p/?o=d026f4824d9f9c4a
Black,AED,,150 Dual Sim Black (2023),,,13,,4 MiB,175.0,4 MB,https://www.noon.com/uae-en/150-dual-sim-black-2023/N70088712V/p/?o=ad1e7220c7451a1e
Ocean Blue,AED,,Redmi 12C Dual SIM Ocean Blue 4GB RAM 64GB 4G - Global Version,275.0,Android 12,13,MediaTek Helio,4 GB,499.0,64 GB,https://www.noon.com/uae-en/redmi-12c-dual-sim-ocean-blue-4gb-ram-64gb-4g-global-version/N53390287A/p/?o=a4503eefc3a80f9c
Phantom White,AED,https://f.nooncdn.com/p/v1653053754/N52604904A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Dual SIM Phantom White 8GB RAM 128GB 5G - International Version,,,13,,8 GB,1670.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-phantom-white-8gb-ram-128gb-5g-international-version/N52595756A/p/?o=a93471bccd480d4c
,AED,,RAVOZ V3 Without Camera and Non GPS 4G 128GB 4GB RAM 5000mAh No Camera and GPS,,Android 13,13,,4 GB,735.0,128 GB,https://www.noon.com/uae-en/ravoz-v3-without-camera-and-non-gps-4g-128gb-4gb-ram-5000mah-no-camera-and-gps/ZCED0A1C4BC617F4C24A4Z/p/?o=zced0a1c4bc617f4c24a4z-1
Palm Blue,AED,https://f.nooncdn.com/p/pnsku/N70028065V/45/_/1701662549/6879b8a3-4f1e-4792-ae9b-434b4048d926.jpg?format=jpg&width=240,Hot 40i Dual SIM Palm Blue 8+8GB RAM 128GB 4G - Middle East Version,345.0,Android 13,13,Unisoc,8 GB,432.25,128 GB,https://www.noon.com/uae-en/hot-40i-dual-sim-palm-blue-8-8gb-ram-128gb-4g-middle-east-version/N70028063V/p/?o=d7033a53f1ffc2be
Aura Glow,AED,https://f.nooncdn.com/p/v1687521045/N33635407A_1.jpg?format=jpg&width=240,Galaxy Note10 Plus Aura Glow 12GB RAM 256GB 5G UAE Version,1000.0,,13,,12 GB,1199.0,256 GB,https://www.noon.com/uae-en/galaxy-note10-plus-aura-glow-12gb-ram-256gb-5g-uae-version/N33635408A/p/?o=b351fe5313f0609a
Phantom Gray,AED,https://f.nooncdn.com/p/v1611755992/N43692407A_1.jpg?format=jpg&width=240,Galaxy S21 Dual Sim Phantom Gray 8GB RAM 256GB 5G - International Version,898.0,,13,,8 GB,3399.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-dual-sim-phantom-gray-8gb-ram-256gb-5g-international-version/N43692407A/p/?o=ef62bbf5b33c029c
Awesome White,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy A54 Dual Sim Awesome White 8GB RAM 256GB 5G - International Version,1179.0,,13,Samsung Exynos,8 GB,1699.0,256 GB,https://www.noon.com/uae-en/galaxy-a54-dual-sim-awesome-white-8gb-ram-256gb-5g-international-version/N53395460A/p/?o=d9d0b4cb38f734ed
Black,AED,https://f.nooncdn.com/p/v1538143606/N18566600A_1.jpg?format=jpg&width=240,8X Dual SIM Black 4GB RAM 128GB 4G LTE,228.0,Android 8.0/8.1(Oreo),13,Hisilicon,4 GB,929.0,128 GB,https://www.noon.com/uae-en/8x-dual-sim-black-4gb-ram-128gb-4g-lte/N18566600A/p/?o=c98249bb4abdd07a
Bora Purple,AED,https://f.nooncdn.com/p/v1687430468/N53339560A_1.jpg?format=jpg&width=240,Galaxy Z Flip 4 5G Single SIM + eSIM Bora Purple 8GB RAM 512GB - Middle East Version,1430.0,,13,,8 GB,4449.0,512 GB,https://www.noon.com/uae-en/galaxy-z-flip-4-5g-single-sim-esim-bora-purple-8gb-ram-512gb-middle-east-version/N53339561A/p/?o=c80fdec2e9aa881b
Natural Titanium,AED,https://f.nooncdn.com/p/pnsku/N53432948A/45/_/1694762211/8698405b-2888-4607-8512-c71bbc35f5a0.jpg?format=jpg&width=240,iPhone 15 Pro Max 512GB Natural Titanium 5G With FaceTime - USA Version (e-SIM only),4944.0,,13,Apple Bionic,8 GB,5949.0,512 GB,https://www.noon.com/uae-en/iphone-15-pro-max-512gb-natural-titanium-5g-with-facetime-usa-version-e-sim-only/N53432954A/p/?o=c45e0c40374d653f
Graphite,AED,https://f.nooncdn.com/p/v1687430490/N53379303A_1.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Dual Sim Graphite 12GB RAM 512GB - International Version,,,13,,12 GB,2770.0,512 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-graphite-12gb-ram-512gb-international-version/N53409308A/p/?o=d36ec0b0c9ca79ef
Sunshower,AED,https://f.nooncdn.com/p/v1687265338/N53390291A_1.jpg?format=jpg&width=240,C55 Dual SIM Sunshower 6GB RAM 128GB 4G LTE - International Version,360.0,,13,MediaTek Helio,6 GB,799.0,128 GB,https://www.noon.com/uae-en/c55-dual-sim-sunshower-6gb-ram-128gb-4g-lte-international-version/N53390294A/p/?o=cefcb4d887aa6fbf
Cream,AED,https://f.nooncdn.com/p/pnsku/N53418084A/45/_/1712245640/2cfdb8c2-419e-443c-9bc2-b55a619afbd9.jpg?format=jpg&width=240,Galaxy Z Fold 5 Dual SIM Cream 12GB RAM 512GB 5G - Middle East Version,3480.0,,13,,12 GB,7249.0,512 GB,https://www.noon.com/uae-en/galaxy-z-fold-5-dual-sim-cream-12gb-ram-512gb-5g-middle-east-version/N53418084A/p/?o=a2a75df81953d51a
Black,AED,,KEYone Dual SIM Black 4GB RAM 64GB 4G LTE,,Android 7.0/7.1(Nougat),13,,4 GB,1150.0,64 GB,https://www.noon.com/uae-en/keyone-dual-sim-black-4gb-ram-64gb-4g-lte/N13189309A/p/?o=ea29d9d2663eef1c
Graphite,AED,,Galaxy Z Flip 4 Dual SIM Graphite 8GB RAM 128GB 5G – Middle East Version,,Android 12,13,,8 GB,1150.0,128 GB,https://www.noon.com/uae-en/galaxy-z-flip-4-dual-sim-graphite-8gb-ram-128gb-5g-middle-east-version/N53377208A/p/?o=cb7840c522aa940b
Pink Gold,AED,https://f.nooncdn.com/p/v1669299040/N52607990A_1.jpg?format=jpg&width=240,Galaxy S22+ Dual SIM Pink Gold  8GB RAM 256GB 5G - International Version,,,13,,8 GB,1398.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-pink-gold-8gb-ram-256gb-5g-international-version/N52607144A/p/?o=a4222ee113eb029d
Silvery White,AED,https://f.nooncdn.com/p/pnsku/N70063667V/45/_/1713703065/75e7abd1-920e-4b9b-837a-40e5bb2eb338.jpg?format=jpg&width=240,RS4 Dual SIM Silvery White 12+12GB RAM 256GB 4G - Middle East Version,553.0,Android 13,13,,12 GB,899.0,256 GB,https://www.noon.com/uae-en/rs4-dual-sim-silvery-white-12-12gb-ram-256gb-4g-middle-east-version/N70063665V/p/?o=a2dd19b7ce491c5f
Black,AED,,Nubia Neo 16GB RAM Dual SIM Black 256GB 5G - International Version,560.0,,13,,8 GB,600.0,512 GB,https://www.noon.com/uae-en/nubia-neo-16gb-ram-dual-sim-black-256gb-5g-international-version/N70048365V/p/?o=d9158f047b13492f
Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,A12 Dual Sim 4GB RAM 128GB 4G LTE Black,419.0,Android 10(Q),13,Samsung Exynos,4 GB,629.0,128 GB,https://www.noon.com/uae-en/a12-dual-sim-4gb-ram-128gb-4g-lte-black/N43694089A/p/?o=f579176adb10de1d
Green,AED,,12 Dual Sim Green 16GB RAM 1TB 5G - Chinese Version,,,13,,16 GB,2699.0,1 TB,https://www.noon.com/uae-en/12-dual-sim-green-16gb-ram-1tb-5g-chinese-version/N70037109V/p/?o=d2ea7ef7632cfd8a
Cream,AED,https://f.nooncdn.com/p/v1687262900/N49579081A_1.jpg?format=jpg&width=240,Galaxy Z Flip 3 5G Single SIM Cream 8GB RAM 256GB - Middle East Version,834.0,,13,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-5g-single-sim-cream-8gb-ram-256gb-middle-east-version/N49579081A/p/?o=c2273f78b7b7a90a
Phantom Blue,AED,https://f.nooncdn.com/p/v1591090842/N38420950A_1.jpg?format=jpg&width=240,Y5P Dual SIM Phantom Blue 2GB RAM 32GB 4G LTE With Stereo AM115 White,145.0,,13,MediaTek Helio,2 GB,299.0,32 GB,https://www.noon.com/uae-en/y5p-dual-sim-phantom-blue-2gb-ram-32gb-4g-lte-with-stereo-am115-white/N38420951A/p/?o=cd62aa2405f72a6e
ازرق,AED,,Mobile 3310 Dark Blue 4G,,,13,,12 MB,76.8,16 MB,https://www.noon.com/uae-en/mobile-3310-dark-blue-4g/N70031163V/p/?o=c1362d1bb75970af
Cream,AED,https://f.nooncdn.com/p/v1675009304/N53374775A_2.jpg?format=jpg&width=240,Galaxy S23 5G Dual SIM Cream 8GB RAM 256GB - Middle East Version,1850.0,,13,,8 GB,3449.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-5g-dual-sim-cream-8gb-ram-256gb-middle-east-version/N53374775A/p/?o=a2d818f0bbe924ec
Black,AED,https://f.nooncdn.com/p/pnsku/N70065837V/45/_/1714458776/5be98a0a-369a-48c4-9842-64954ff8dd94.jpg?format=jpg&width=240,Camon 30 Dual SIM Iceland Basaltic Dark 8GB RAM 256GB 5G - Middle East Version,,Android 14,13,,8 GB,756.95,256 GB,https://www.noon.com/uae-en/camon-30-dual-sim-iceland-basaltic-dark-8gb-ram-256gb-5g-middle-east-version/N70065837V/p/?o=c5f95382dfa0d0cc
,AED,,"Intelligent smartphone with Dual SIM functionality and a powerful 10,000 mAh battery equipped with a built-in flashlight feature with FM radion.",139.0,,13,,,149.0,,https://www.noon.com/uae-en/intelligent-smartphone-with-dual-sim-functionality-and-a-powerful-10-000-mah-battery-equipped-with-a-built-in-flashlight-feature-with-fm-radion/Z9B323945CB319BC58EF6Z/p/?o=z9b323945cb319bc58ef6z-1
RED,AED,,"G360 Dual Sim Phone With 8Mb Ram and 32Mb Internal Memory, Red Color",,,13,,8 MB,137.45,32 MB,https://www.noon.com/uae-en/g360-dual-sim-phone-with-8mb-ram-and-32mb-internal-memory-red-color/N70014423V/p/?o=ad402705df14a32c
Black,AED,,515 Dual SIM Black 256MB 3G,,,13,,64 MB,592.25,256 MB,https://www.noon.com/uae-en/515-dual-sim-black-256mb-3g/N14592480A/p/?o=eef89939e49f8c6a
Black,AED,,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB,,,13,Qualcomm Snapdragon,12 GB,2420.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-phantom-black-12gb-ram-256gb/N53434077A/p/?o=f590a91d8c327dbc
Black,AED,https://f.nooncdn.com/p/v1612774938/N43654970A_1.jpg?format=jpg&width=240,Galaxy S21 Ultra Dual SIM Phantom Black 12GB RAM 128GB 5G - Middle East Version,965.0,,13,,12 GB,1099.5,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-phantom-black-12gb-ram-128gb-5g-middle-east-version/N43654970A/p/?o=e700d31319efef0f
Black Steel,AED,,Tough 800 Dual SIM Black Steel 512MB RAM 4GB 4G LTE,448.25,,13,Qualcomm Snapdragon 205,512 MB,599.0,4 GB,https://www.noon.com/uae-en/tough-800-dual-sim-black-steel-512mb-ram-4gb-4g-lte/N30213947A/p/?o=fa0f4dedc4f4762b
Black,AED,,210 Dual SIM Black 16MB RAM 16MB 4G,,,13,,16 MB,65.4,16 MB,https://www.noon.com/uae-en/210-dual-sim-black-16mb-ram-16mb-4g/N53331756A/p/?o=a93204a49d8ec81f
Titanium Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S24 Ultra Single+eSIM Titanium Black 12GB RAM 256GB 5G - International Version,,,13,Qualcomm Snapdragon,12 GB,3400.0,256 GB,https://www.noon.com/uae-en/galaxy-s24-ultra-single-esim-titanium-black-12gb-ram-256gb-5g-international-version/N70086791V/p/?o=c88c439eae2fc89d
Forest Blue,AED,https://f.nooncdn.com/p/pnsku/N70071718V/45/_/1717677621/b4f8ec9a-461c-4c37-8eaf-d5b50dfd9f5d.jpg?format=jpg&width=240,Edge 50 Fusion Dual SIM Forest Blue 12GB RAM 512GB 5G With Free Moto Buds 105 And Screen Damage Protection- Middle East Version,,Android 14,13,Qualcomm Snapdragon,12 GB,1349.0,512 GB,https://www.noon.com/uae-en/edge-50-fusion-dual-sim-forest-blue-12gb-ram-512gb-5g-with-free-moto-buds-105-and-screen-damage-protection-middle-east-version/N70071718V/p/?o=c8c72ad044bcdfcc
Black,AED,,14 Ultra Smartphone 16Gb+1Tb Android 14 Snapdragon 8 Gen 3 Octa Core Touch ID IP68 Black Chinese Version,,,13,,16 GB,3899.0,1 TB,https://www.noon.com/uae-en/14-ultra-smartphone-16gb-1tb-android-14-snapdragon-8-gen-3-octa-core-touch-id-ip68-black-chinese-version/N70050294V/p/?o=e0ffd2c52c35ab7b
Green,AED,https://f.nooncdn.com/p/v1687430441/N52535519A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Single Sim + eSim Green 8GB RAM 128GB 5G - International Version,,,13,,8 GB,1549.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-single-sim-esim-green-8gb-ram-128gb-5g-international-version/N52604906A/p/?o=f95f2f1f900e263c
Diamond Silver,AED,https://f.nooncdn.com/p/v1688735738/N53418143A_1.jpg?format=jpg&width=240,90 Dual Sim Diamond Silver 12GB RAM 512GB 5G - Middle East Version,1459.0,,13,Qualcomm Snapdragon,12 GB,1999.0,512 GB,https://www.noon.com/uae-en/90-dual-sim-diamond-silver-12gb-ram-512gb-5g-middle-east-version/N53418143A/p/?o=bef5e2f402764afa
GREEN,AED,,9RT Dual SIM Green 12GB RAM 256GB 5G - International Version,,Android 11,13,Qualcomm Snapdragon,12 GB,1175.0,12 GB,https://www.noon.com/uae-en/9rt-dual-sim-green-12gb-ram-256gb-5g-international-version/N70043900V/p/?o=c4fdebe25aac9f5c
Phantom Silver,AED,https://f.nooncdn.com/p/v1611755996/N43692668A_1.jpg?format=jpg&width=240,Galaxy S21 Plus Dual Sim Phantom Silver 8GB RAM 256GB 5G - International Version,880.0,,13,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-s21-plus-dual-sim-phantom-silver-8gb-ram-256gb-5g-international-version/N43692669A/p/?o=cbe755214d72dbab
Black,AED,,Galaxy A32 Dual SIM Smartphone 64GB 4GB RAM 5G UAE Version Awesome Black,450.0,,13,,4 GB,490.0,64 GB,https://www.noon.com/uae-en/galaxy-a32-dual-sim-smartphone-64gb-4gb-ram-5g-uae-version-awesome-black/N70062064V/p/?o=f8084ce59db97cfc
Lavender,AED,https://f.nooncdn.com/p/v1675009313/N53379866A_1.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Dual SIM Lavender 8GB RAM 256GB  - Middle East Version,,,13,,8 GB,2500.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-lavender-8gb-ram-256gb-middle-east-version/N53379874A/p/?o=d7332d95b42cd4fd
Navigator Beige,AED,,12 Pro+ 5G Dual SIM Navigator Beige 12GB RAM 512GB - Middle East Version,,,13,,12 GB,1489.0,512 GB,https://www.noon.com/uae-en/12-pro-5g-dual-sim-navigator-beige-12gb-ram-512gb-middle-east-version/N70046937V/p/?o=e373b1a0c99361ae
Green,AED,https://f.nooncdn.com/p/pnsku/N70065837V/45/_/1714458776/5be98a0a-369a-48c4-9842-64954ff8dd94.jpg?format=jpg&width=240,Camon 30 Dual SIM Emerald Lake Green 8GB RAM 256GB 5G - Middle East Version,,Android 14,13,,8 GB,790.0,256 GB,https://www.noon.com/uae-en/camon-30-dual-sim-emerald-lake-green-8gb-ram-256gb-5g-middle-east-version/N70065839V/p/?o=b0656df453bc3fbb
Black,AED,https://f.nooncdn.com/p/v1687430492/N53379516A_1.jpg?format=jpg&width=240,Galaxy A14 Dual Sim Black 4GB RAM 64GB 5G - Middle East Version,359.0,,13,,4 GB,585.0,64 GB,https://www.noon.com/uae-en/galaxy-a14-dual-sim-black-4gb-ram-64gb-5g-middle-east-version/N53379516A/p/?o=bfb0dc9aa8e4647b
Midnight Black,AED,https://f.nooncdn.com/p/v1664458877/N50271415A_1.jpg?format=jpg&width=240,50 Dual SIM Midnight Black 8GB RAM 256GB 5G - Middle East Version,,,13,Qualcomm Snapdragon,8 GB,949.0,256 GB,https://www.noon.com/uae-en/50-dual-sim-midnight-black-8gb-ram-256gb-5g-middle-east-version/N50282155A/p/?o=e99809724913014a
Copper,AED,https://f.nooncdn.com/p/v1687430475/N53354477A_1.jpg?format=jpg&width=240,Galaxy A04 Dual SIM Copper 3GB RAM 32GB  - Middle East Version,,,13,,3 GB,390.2,32 GB,https://www.noon.com/uae-en/galaxy-a04-dual-sim-copper-3gb-ram-32gb-middle-east-version/N53354476A/p/?o=eba0aa8069dae0ad
Stardust Silver,AED,,Samsung Galaxy F54 5G (8GB RAM) 256 GB Dual Sim Stardust Silver -Indian Version,,,13,,8 GB,1045.0,256 GB,https://www.noon.com/uae-en/samsung-galaxy-f54-5g-8gb-ram-256-gb-dual-sim-stardust-silver-indian-version/N70001093V/p/?o=f952079e1a6789af
Black,AED,,"ACE 3 12Gb+256Gb 6.78"" 3D Amoled 5G Smartphone 50.0Mp NFC 5500mAh WiFi 7 Black Chinese Version",1445.0,,13,,12 GB,1999.0,256 GB,https://www.noon.com/uae-en/ace-3-12gb-256gb-6-78-3d-amoled-5g-smartphone-50-0mp-nfc-5500mah-wifi-7-black-chinese-version/N70045664V/p/?o=affec7e2fb1af7bb
Sierra Blue,AED,https://f.nooncdn.com/p/pnsku/N53352354A/45/_/1724172022/a800037d-d001-467e-b25b-009bff510f83.jpg?format=jpg&width=240,Renewed - iPhone 13 Pro Max 256GB Sierra Blue 5G With Facetime,,,13,Apple,6 GB,2326.6,256 GB,https://www.noon.com/uae-en/renewed-iphone-13-pro-max-256gb-sierra-blue-5g-with-facetime/N53352315A/p/?o=ece967e35621849a
Lavender Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Note9 Dual SIM Lavender Purple 128GB 6GB RAM 4G LTE,685.0,,13,,6 GB,2964.0,128 GB,https://www.noon.com/uae-en/galaxy-note9-dual-sim-lavender-purple-128gb-6gb-ram-4g-lte/N16240019A/p/?o=dc077b35b1610b0f
Deep Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,iPhone 14 Pro 128GB Deep Purple 5G With FaceTime - Middle East Version,,,13,Apple,6 GB,4249.0,128 GB,https://www.noon.com/uae-en/iphone-14-pro-128gb-deep-purple-5g-with-facetime-middle-east-version/N53347104A/p/?o=ff363df8080de38e
,AED,,"NOKIA 5710 Xpress Audio,Dual SIM, Wireless MP3 Player, FM Radio, Music Buttons, Built-in Wireless Earbuds (Black)",116.0,Series 60,13,,,179.0,128 MB,https://www.noon.com/uae-en/nokia-5710-xpress-audio-dual-sim-wireless-mp3-player-fm-radio-music-buttons-built-in-wireless-earbuds-black/ZB15FA6CA560B3C75188EZ/p/?o=zb15fa6ca560b3c75188ez-1
Mystic Black,AED,https://f.nooncdn.com/p/v1687521059/N41541073A_1.jpg?format=jpg&width=240,Galaxy Z Fold2 Mystic Black 12GB RAM 256GB 5G - International Version,1500.0,Android 10(Q),13,Qualcomm Snapdragon,12 GB,5600.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold2-mystic-black-12gb-ram-256gb-5g-international-version/N41541073A/p/?o=bb84ef192128672e
Green,AED,https://f.nooncdn.com/p/v1669299040/N52607990A_1.jpg?format=jpg&width=240,Galaxy S22+ Dual SIM Green 8GB RAM 256GB 5G - International Version,1320.0,Android 12,13,Qualcomm Snapdragon,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-green-8gb-ram-256gb-5g-international-version/N52607990A/p/?o=a45b15b86b1b07ae
Lavender,AED,https://f.nooncdn.com/p/v1687262900/N49579081A_1.jpg?format=jpg&width=240,Galaxy Z Flip 3 5G Single SIM Lavender 8GB RAM 256GB - Middle East Version,974.0,,13,,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-5g-single-sim-lavender-8gb-ram-256gb-middle-east-version/N49579080A/p/?o=af05d57b69bb5b0b
Phantom White,AED,https://f.nooncdn.com/p/v1687430441/N52535519A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Single Sim + eSim Phantom White 8GB RAM 128GB 5G - International Version,,,13,,8 GB,1638.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-single-sim-esim-phantom-white-8gb-ram-128gb-5g-international-version/N52612300A/p/?o=a64a308414f73cfc
Mystic Bronze,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Note20 Ultra Dual SIM Mystic Bronze 12GB RAM 256GB 5G - KSA Version,1350.0,Android 10,13,"Cortex, Exynos",12 GB,3599.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-ultra-dual-sim-mystic-bronze-12gb-ram-256gb-5g-ksa-version/N39593537A/p/?o=faa0782fb50af7ea
Phantom Black,AED,,Galaxy Z Flip 3 Dual SIM 8GB Ram 256GB Rom 5G Phantom Black,948.0,Android 11,13,Qualcomm Snapdragon,8 GB,3999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-3-dual-sim-8gb-ram-256gb-rom-5g-phantom-black/N51004951A/p/?o=a4041f4ae297d8bd
