colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
24k Gold Plated,AED,,Luxury Customized 24K Gold Samsung Galaxy S24 Plus 128GB,13553.0,,26,,,15059.0,128 GB,https://www.noon.com/uae-en/luxury-customized-24k-gold-samsung-galaxy-s24-plus-128gb/Z21C17AE827DE57BE2B17Z/p/?o=z21c17ae827de57be2b17z-1
Ice Blue,AED,https://f.nooncdn.com/p/v1687265304/N53364559A_1.jpg?format=jpg&width=240,Redmi Note 12 Dual SIM Ice Blue 8GB RAM 128GB 4G - Global Version,720.0,,26,Qualcomm Snapdragon,8 GB,849.0,128 GB,https://www.noon.com/uae-en/redmi-note-12-dual-sim-ice-blue-8gb-ram-128gb-4g-global-version/N53364559A/p/?o=b2f03bc3ef00939e
Mystic Black,AED,https://f.nooncdn.com/p/v1687521054/N39593467A_1.jpg?format=jpg&width=240,Galaxy Note20 Ultra Dual SIM Mystic Black 8GB RAM 256GB 4G LTE - UAE Version,1450.0,,26,"Cortex, Exynos",8 GB,4499.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-ultra-dual-sim-mystic-black-8gb-ram-256gb-4g-lte-uae-version/N39593467A/p/?o=f670146d1508f0dc
Navigator Beige,AED,https://f.nooncdn.com/p/pnsku/N70059185V/45/_/1711695660/6461e535-3235-485a-811e-fea332905980.jpg?format=jpg&width=240,12+ 5G Dual SIM Navigator Beige 12GB RAM 512GB - Middle East Version,1253.0,Android 14,26,MediaTek Dimensity,12 GB,1399.0,512 GB,https://www.noon.com/uae-en/12-5g-dual-sim-navigator-beige-12gb-ram-512gb-middle-east-version/N70059185V/p/?o=a37e7ec15fad1bea
Cyan Sparkle,AED,,Nord N30 SE Dual Sim Cyan Sparkle 4Gb Ram 128Gb 5G - International Version,539.0,,26,,4 GB,669.0,128 GB,https://www.noon.com/uae-en/nord-n30-se-dual-sim-cyan-sparkle-4gb-ram-128gb-5g-international-version/N70044898V/p/?o=f89283087dee887e
Meteor Black,AED,https://f.nooncdn.com/p/pnsku/N70045603V/45/_/1707720113/7a41ab6b-81ef-4853-aae3-cf08c8a45911.jpg?format=jpg&width=240,P55+ Dual SIM Meteor Black 8+8GB RAM 256GB 4G - Middle East Version,,Android 13,26,Unisoc,8 GB,440.0,256 GB,https://www.noon.com/uae-en/p55-dual-sim-meteor-black-8-8gb-ram-256gb-4g-middle-east-version/N70045603V/p/?o=fab5162c6115593f
blue,AED,,110 Blue 4G International Version,,,26,,48 MB,95.8,128 MB,https://www.noon.com/uae-en/110-blue-4g-international-version/N70038360V/p/?o=ffe1ad2b817465ac
Blue,AED,,"Galaxy A12 Dual Sim Smartphone 6.5"" 64GB _Blue",,Android 10,26,MediaTek MT Series,4 GB,579.0,64 GB,https://www.noon.com/uae-en/galaxy-a12-dual-sim-smartphone-6-5-64gb-blue/N70092157V/p/?o=d47b2a738c9a9b1d
Aura Glow,AED,https://f.nooncdn.com/p/v1687262866/N32551806A_1.jpg?format=jpg&width=240,Galaxy Note10 Plus Dual SIM Aura Glow 256GB 12GB RAM 4G LTE - UAE Version,1020.0,Android 9(Pie),26,,12 GB,2339.0,256 GB,https://www.noon.com/uae-en/galaxy-note10-plus-dual-sim-aura-glow-256gb-12gb-ram-4g-lte-uae-version/N32551806A/p/?o=a65268d3c0cbaa0d
Lavender,AED,https://f.nooncdn.com/p/v1677843247/N53388843A_1.jpg?format=jpg&width=240,Galaxy S23 Plus 5G Single SIM + eSIM Lavender 8GB RAM 256GB - International Version,,,26,,8 GB,1950.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-plus-5g-single-sim-esim-lavender-8gb-ram-256gb-international-version/N53388839A/p/?o=a22c4937b2c2f18e
Gold,AED,,6300 Gold Edition,,,26,,16 MB,328.0,7.8 MB,https://www.noon.com/uae-en/6300-gold-edition/N70037554V/p/?o=d4da5db57ac11a7f
Dark Matter,AED,,10 Pro Dual SIM Dark Matter 8GB RAM 256GB 5G - Chinese Version,,,26,,8 GB,899.0,256 GB,https://www.noon.com/uae-en/10-pro-dual-sim-dark-matter-8gb-ram-256gb-5g-chinese-version/N53419092A/p/?o=ffa4fd1331aec2bd
Phantom White,AED,https://f.nooncdn.com/p/v1687430448/N52612301A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Single Sim + eSim Phantom White 12GB RAM 512GB 5G - International Version,,,26,,12 GB,2250.0,512 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-single-sim-esim-phantom-white-12gb-ram-512gb-5g-international-version/N52611460A/p/?o=a38e7f8505cda8fb
Pink Gold,AED,https://f.nooncdn.com/p/v1687521086/N52535494A_1.jpg?format=jpg&width=240,Galaxy S22 Plus Dual SIM Pink Gold 8GB RAM 128GB 5G - Middle East Version,1350.0,,26,,8 GB,3799.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-plus-dual-sim-pink-gold-8gb-ram-128gb-5g-middle-east-version/N52535266A/p/?o=fd029baa19609b6f
Blue,AED,,Redmi Note 13 Pro 5G Blue 8GB RAM 256GB Multi-Language Chinese Version,,,26,,8 GB,849.0,256 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-blue-8gb-ram-256gb-multi-language-chinese-version/N70086883V/p/?o=ae6881ec527f618b
Black,AED,,A56 Dual Sim Black 6Gb Ram 128Gb 5G - International Version,,,26,,6 GB,7767.0,128 GB,https://www.noon.com/uae-en/a56-dual-sim-black-6gb-ram-128gb-5g-international-version/N70012116V/p/?o=d97b0a5805a18bcf
Cyan Lake,AED,https://f.nooncdn.com/p/pnsku/N70022030V/45/_/1699261265/2980aaba-c763-49d0-b732-9cc0987afb39.jpg?format=jpg&width=240,X6a Dual SIM Cyan Lake 4GB 128GB 4G,,,26,,4 GB,449.0,128 GB,https://www.noon.com/uae-en/x6a-dual-sim-cyan-lake-4gb-128gb-4g/N70022030V/p/?o=bb8d441ab0f04b4f
Breathing Crystal,AED,,P30 Pro Dual SIM Breathing Crystal 128GB 8GB RAM 4G LTE,575.0,Android 9(Pie),26,,8 GB,625.0,128 GB,https://www.noon.com/uae-en/p30-pro-dual-sim-breathing-crystal-128gb-8gb-ram-4g-lte/N39603637A/p/?o=deabc2e82acc32ea
Frost White,AED,,Redmi Note 10s Dual SIM Frost White 6GB RAM 128GB 4G LTE,,Android 11,26,MediaTek Helio,6 GB,755.0,128 GB,https://www.noon.com/uae-en/redmi-note-10s-dual-sim-frost-white-6gb-ram-128gb-4g-lte/N52150366A/p/?o=ceb88e4d4ea9c86c
Blue,AED,https://f.nooncdn.com/p/v1687262980/N52856958A_1.jpg?format=jpg&width=240,Galaxy A13 Dual SIM Blue / Light Blue 4GB RAM 64GB 4G - Middle East Version,,Android 12,26,Samsung Exynos,4 GB,658.95,64 GB,https://www.noon.com/uae-en/galaxy-a13-dual-sim-blue-light-blue-4gb-ram-64gb-4g-middle-east-version/N52856958A/p/?o=f8a58c8efc71926b
,AED,,Nokia X3 02 Mobile Phone Blue,,,26,,,261.0,,https://www.noon.com/uae-en/nokia-x3-02-mobile-phone-blue/Z5390EB92DEF7DC2774D3Z/p/?o=z5390eb92def7dc2774d3z-1
Galactic Silver,AED,https://f.nooncdn.com/p/v1678707184/N53391441A_1.jpg?format=jpg&width=240,11R 5G Dual Sim Galactic Silver 8GB RAM 128GB - International version,,,26,Qualcomm Snapdragon,8 GB,1390.0,128 GB,https://www.noon.com/uae-en/11r-5g-dual-sim-galactic-silver-8gb-ram-128gb-international-version/N53391441A/p/?o=bc925593bd02071d
Sierra Black,AED,,10R Dual SIM Sierra Black 12GB RAM 512GB 5G - International Version,1025.0,,26,,12 GB,1100.0,512 GB,https://www.noon.com/uae-en/10r-dual-sim-sierra-black-12gb-ram-512gb-5g-international-version/N70031962V/p/?o=b1bf80bd7eba6c5a
,AED,,Super Mini 2.5 Inches Android Smart Phone Dual SIM High Definition Mini Phones Unlocked,,,26,,1 GB,199.0,16 GB,https://www.noon.com/uae-en/super-mini-2-5-inches-android-smart-phone-dual-sim-high-definition-mini-phones-unlocked/ZF30D69FE72F5C6C9FFF5Z/p/?o=zf30d69fe72f5c6c9fff5z-1
Green,AED,https://f.nooncdn.com/p/pnsku/N37958236A/45/_/1724323309/ebf09128-43a2-4a19-a380-43791fde681a.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro With FaceTime Green 64GB 4G LTE,,iOS 13,26,Apple,4 GB,947.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-green-64gb-4g-lte/N38098554A/p/?o=db1f7f8b437eaaaa
Blue,AED,,Y5 Prime Dual SIM Blue 16GB 2GB RAM 4G LTE,,Android 8.0/8.1(Oreo),26,MediaTek,2 GB,180.0,16 GB,https://www.noon.com/uae-en/y5-prime-dual-sim-blue-16gb-2gb-ram-4g-lte/N34032739A/p/?o=b4a86ad466d915ab
Electric Blue,AED,https://f.nooncdn.com/p/v1686132008/N53326941A_1.jpg?format=jpg&width=240,POVA 3 Dual SIM Electric Blue 6GB RAM 128GB 4G - Middle East Version,499.0,,26,,6 GB,555.0,128 GB,https://www.noon.com/uae-en/pova-3-dual-sim-electric-blue-6gb-ram-128gb-4g-middle-east-version/N53326922A/p/?o=c57031464d20152b
Silver,AED,,Redmi 12 Dual SIM Polar Silver 8GB RAM 256GB 5G-Middle East Version,,,26,MediaTek Helio,8 GB,620.0,256 GB,https://www.noon.com/uae-en/redmi-12-dual-sim-polar-silver-8gb-ram-256gb-5g-middle-east-version/N70015974V/p/?o=c3b7fa48efe9ed7f
Blue,AED,https://f.nooncdn.com/p/pnsku/N70051468V/45/_/1709480634/1a38ee28-5b1b-47d9-be0f-3f6ef98bf04a.jpg?format=jpg&width=240,Galaxy M34 Dual SIM Dark Blue 6GB RAM 128GB 5G - Middle East Version,,Android 13,26,,6 MB,739.0,128 GB,https://www.noon.com/uae-en/galaxy-m34-dual-sim-dark-blue-6gb-ram-128gb-5g-middle-east-version/N70051468V/p/?o=b540684e4ea3b7ec
Cyan,AED,,S23+ Dual SIM Lake Cyan 8GB RAM 256GB 4G - International Version,,Android 13,26,,8 GB,560.0,256 GB,https://www.noon.com/uae-en/s23-dual-sim-lake-cyan-8gb-ram-256gb-4g-international-version/N70044393V/p/?o=f58b3744be4aa1cd
Blue,AED,https://f.nooncdn.com/p/v1687265357/N53405512A_1.jpg?format=jpg&width=240,POCO M5s Dual SIM Blue 8GB RAM 256GB 4G - Global Version,,,26,,8 GB,599.0,256 GB,https://www.noon.com/uae-en/poco-m5s-dual-sim-blue-8gb-ram-256gb-4g-global-version/N53405512A/p/?o=d4720b814d5205ba
Burgundy,AED,,Galaxy S22 Ultra Dual Sim Burgundy 512GB 12GB RAM 5G - Middle East Version,,,26,,12 GB,1895.0,512 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-burgundy-512gb-12gb-ram-5g-middle-east-version/N52535523A/p/?o=d3b820f86dd6dc0a
Serenity Blue,AED,https://f.nooncdn.com/p/v1683613993/N53404387A_1.jpg?format=jpg&width=240,Camon 20 Pro Dual SIM Serenity Blue 8GB RAM 256GB 4G - Middle East Version,,,26,,8 GB,610.0,256 GB,https://www.noon.com/uae-en/camon-20-pro-dual-sim-serenity-blue-8gb-ram-256gb-4g-middle-east-version/N53404386A/p/?o=edacdcd35cd1454c
Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Z Fold 5 Single Sim + eSim Phantom Black 12GB RAM 256GB 5G - International Version,3260.0,,26,Qualcomm Snapdragon,12 GB,3670.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold-5-single-sim-esim-phantom-black-12gb-ram-256gb-5g-international-version/N50626913A/p/?o=efa4804599f61baa
24K Gold- Plated,AED,,Luxury Customized 24K Gold iPhone 15 Pro with Simulated Diamond Logo,12528.0,,26,,,13920.0,512 GB,https://www.noon.com/uae-en/luxury-customized-24k-gold-iphone-15-pro-with-simulated-diamond-logo/Z09A2C8D8675126CBE6B8Z/p/?o=z09a2c8d8675126cbe6b8z-1
Charcoal,AED,,3310 Dual SIM Charcoal 64MB RAM 128MB 3G,74.45,,26,,256 MB,299.0,128 MB,https://www.noon.com/uae-en/3310-dual-sim-charcoal-64mb-ram-128mb-3g/N14073078A/p/?o=eee3fe9ab07aeebf
Cosmic Grey,AED,https://f.nooncdn.com/p/v1581486953/N34514433A_1.jpg?format=jpg&width=240,Galaxy S20 Ultra Dual SIM Cosmic Gray 12GB RAM 128GB 5G With Samsung Galaxy Buds+ 2020,1099.0,,25,,12 GB,1295.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-ultra-dual-sim-cosmic-gray-12gb-ram-128gb-5g-with-samsung-galaxy-buds-2020/N34514432A/p/?o=c064454473d8c5da
,AED,,Nokia 6300 Silver,,,26,,,213.5,,https://www.noon.com/uae-en/nokia-6300-silver/Z21EDCA5D28952726AE17Z/p/?o=z21edca5d28952726ae17z-1
,AED,,Caviar Apple iPhone 13 Pro 24K Full Gold Limited Edition 512 GB,,,25,,,12756.15,512 GB,https://www.noon.com/uae-en/caviar-apple-iphone-13-pro-24k-full-gold-limited-edition-512-gb/Z5AC97964991BC6B1CFFDZ/p/?o=z5ac97964991bc6b1cffdz-1
,AED,,"15 Pro Super Mini Mobile Phone Android Quad Core Black, Mobile  Mini Smartphone Ultra Small Pocket Student Children Men and Women",176.75,,25,,,220.0,,https://www.noon.com/uae-en/15-pro-super-mini-mobile-phone-android-quad-core-black-mobile-mini-smartphone-ultra-small-pocket-student-children-men-and-women/Z74A9A47FB9AACFB79E62Z/p/?o=z74a9a47fb9aacfb79e62z-1
Meadow Green,AED,,13T Pro Dual SIM Meadow Green 12GB RAM 512 5G - Global Version,1899.0,Android 13,25,MediaTek Dimensity,12 GB,2600.0,512 GB,https://www.noon.com/uae-en/13t-pro-dual-sim-meadow-green-12gb-ram-512-5g-global-version/N70035670V/p/?o=e5e26414774118ac
Mystery White,AED,https://f.nooncdn.com/p/pnsku/N70065851V/45/_/1714458777/42108702-e690-4009-b247-6cad2b59ee1e.jpg?format=jpg&width=240,Spark 20C Dual SIM Mystery White 8GB RAM 128GB 4G - Middle East Version,,,25,,8 GB,359.95,128 GB,https://www.noon.com/uae-en/spark-20c-dual-sim-mystery-white-8gb-ram-128gb-4g-middle-east-version/N70024005V/p/?o=c26026cd71fa8f0c
Mystic Black,AED,https://f.nooncdn.com/p/v1687521054/N39593513A_1.jpg?format=jpg&width=240,Galaxy Note20 Ultra Dual SIM Mystic Black 8GB RAM 256GB 4G LTE - International Version,1339.0,Android 11,25,Octa Core Processor,8 GB,4499.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-ultra-dual-sim-mystic-black-8gb-ram-256gb-4g-lte-international-version/N39593513A/p/?o=f40639208173b8ef
Sand,AED,https://f.nooncdn.com/p/v1686663872/N46568728A_1.jpg?format=jpg&width=240,225 Dual SIM Sand 128MB 4G LTE - Middle East Version,,Series 30,25,Unisoc,64 MB,238.1,128 MB,https://www.noon.com/uae-en/225-dual-sim-sand-128mb-4g-lte-middle-east-version/N46568730A/p/?o=cd6c159725029fcf
Pioneer Green,AED,https://f.nooncdn.com/p/pnsku/N70059185V/45/_/1711695660/6461e535-3235-485a-811e-fea332905980.jpg?format=jpg&width=240,12+ 5G Dual SIM Pioneer Green 12GB RAM 512GB - Middle East Version,1249.0,Android 14,25,MediaTek Dimensity,12 GB,1399.0,512 GB,https://www.noon.com/uae-en/12-5g-dual-sim-pioneer-green-12gb-ram-512gb-middle-east-version/N70059184V/p/?o=ca3e6dcf78b956cc
Phantom Silver,AED,,Galaxy S21 Ultra Single Sim Phantom Black 12Gb Ram 256Gb 5G - Korean Version,1125.0,Android 11,25,Samsung Exynos,12 GB,1287.5,256 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-single-sim-phantom-black-12gb-ram-256gb-5g-korean-version/N70013633V/p/?o=c7a19589d67aec6b
Purple,AED,,"Mix Flip, 12GB+512GB, 6.86 inch + 4.01 inch Xiaomi HyperOS Snapdragon 8 Gen 3 Octa Core 4nm up to 3.3GHz, NFC, Network: 5G Purple - Global Version",,,25,,12 GB,4299.0,512 GB,https://www.noon.com/uae-en/mix-flip-12gb-512gb-6-86-inch-4-01-inch-xiaomi-hyperos-snapdragon-8-gen-3-octa-core-4nm-up-to-3-3ghz-nfc-network-5g-purple-global-version/N70101933V/p/?o=ea52cc0f86bd2a9b
Rococo Pearl,AED,https://f.nooncdn.com/p/pnsku/N70031921V/45/_/1703581461/27e0d1f2-1c63-4a8b-9d32-56d8cd30788b.jpg?format=jpg&width=240,P60 Pro Dual SIM Rococo Pearl 12GB RAM 512GB 4G LTE With Freebuds Pro2 - Middle East Version,2975.0,,25,Qualcomm Snapdragon,12 GB,4399.0,512 GB,https://www.noon.com/uae-en/p60-pro-dual-sim-rococo-pearl-12gb-ram-512gb-4g-lte-with-freebuds-pro2-middle-east-version/N70031922V/p/?o=b870cff7759455ea
Slate Gray,AED,https://f.nooncdn.com/p/v1687265319/N53375789A_1.jpg?format=jpg&width=240,Redmi 10A Sport  Dual Sim Slate Gray 6GB RAM 128GB 4G - International Version,,,25,,6 GB,270.0,128 GB,https://www.noon.com/uae-en/redmi-10a-sport-dual-sim-slate-gray-6gb-ram-128gb-4g-international-version/N53374806A/p/?o=fe0dc992a5653d7a
Bora Purple,AED,https://f.nooncdn.com/p/v1687521097/N53339927A_1.jpg?format=jpg&width=240,Galaxy S22 Dual Sim Bora Purple 8GB RAM 128GB 5G - Middle East Version,1340.0,,25,,8 GB,3199.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-bora-purple-8gb-ram-128gb-5g-middle-east-version/N53339927A/p/?o=cd5e6ebf8bc0db1e
Blue,AED,,K51S Dual SIM Blue 3GB RAM 64GB 4G LTE,,,25,,3 GB,399.0,64 GB,https://www.noon.com/uae-en/k51s-dual-sim-blue-3gb-ram-64gb-4g-lte/N53331584A/p/?o=a67b6674ff59428e
Cream,AED,https://f.nooncdn.com/p/v1687430495/N53388824A_1.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Single SIM + eSIM Cream 8GB RAM 256GB - International Version,,,25,,8 GB,2468.0,256 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-single-sim-esim-cream-8gb-ram-256gb-international-version/N53388824A/p/?o=d20f3d4e6eb41e0c
Black,AED,https://f.nooncdn.com/p/v1687521077/N50099890A_1.jpg?format=jpg&width=240,Galaxy A03s Dual SIM Black 4GB RAM 64GB 4G LTE - Middle East Version,415.0,Android 11,25,MediaTek,4 GB,619.0,64 GB,https://www.noon.com/uae-en/galaxy-a03s-dual-sim-black-4gb-ram-64gb-4g-lte-middle-east-version/N50099890A/p/?o=ac12bf4f3a0869ac
Aura Black,AED,https://f.nooncdn.com/p/v1687521045/N33635407A_1.jpg?format=jpg&width=240,Galaxy Note10 Plus Aura Black 12GB RAM 256GB 5G UAE Version,1080.0,,25,,12 GB,1199.0,256 GB,https://www.noon.com/uae-en/galaxy-note10-plus-aura-black-12gb-ram-256gb-5g-uae-version/N33635407A/p/?o=ac77cab565a025bf
Wave Green,AED,https://f.nooncdn.com/p/pnsku/N70045677V/45/_/1707714071/87b3dd03-79a4-4635-9b8b-a7d22d5e8423.jpg?format=jpg&width=240,Reno 11 5G Dual SIM Wave Green 12GB RAM 256GB - Middle East Version,,Android 14,25,MediaTek Dimensity,12 GB,1533.9,256 GB,https://www.noon.com/uae-en/reno-11-5g-dual-sim-wave-green-12gb-ram-256gb-middle-east-version/N70063656V/p/?o=d0d51788f7b67e9e
,AED,,PLATINUM CUSTOMIZED IPHONE 15 PRO MAX LION MONARCH,,iOS 17,25,,,8499.0,256 GB,https://www.noon.com/uae-en/platinum-customized-iphone-15-pro-max-lion-monarch/Z5AE5AA4391E8801B31ACZ/p/?o=z5ae5aa4391e8801b31acz-1
Graphite,AED,https://f.nooncdn.com/p/pnsku/N53424157A/45/_/1694014390/9aa54c81-2245-4bc9-8126-1a735396fe08.jpg?format=jpg&width=240,Galaxy Z Flip 5 Single Sim Graphite 8GB RAM 256GB 5G - International Version,1795.0,,25,,8 GB,3899.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-5-single-sim-graphite-8gb-ram-256gb-5g-international-version/N53424151A/p/?o=a85afaa2964594dc
Gold,AED,,Caviar Luxury 24k Gold Plated Customized iPhone 15 Pro Max 1 TB Gold Titanium Snake,12599.0,,25,,,15118.8,1000 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-customized-iphone-15-pro-max-1-tb-gold-titanium-snake/ZBFF564E6A323402BDB9CZ/p/?o=zbff564e6a323402bdb9cz-1
Lavender,AED,https://f.nooncdn.com/p/pnsku/N50482975A/45/_/1694165477/4c4e8d9e-bc4a-46fe-867e-9fe7958c5b29.jpg?format=jpg&width=240,Galaxy Z Flip 5 Single Sim + eSim Lavender 8GB RAM 256GB 5G - International Version,1825.0,,25,Qualcomm Snapdragon,8 GB,1999.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-5-single-sim-esim-lavender-8gb-ram-256gb-5g-international-version/N50627000A/p/?o=cff243fd1562238d
Arabic Atlantic Blue,AED,https://f.nooncdn.com/p/v1686205724/N53355373A_1.jpg?format=jpg&width=240,30SE Dual SIM Arabic Atlantic Blue  4GB RAM 128GB 4G - Middle East Version,399.0,Android 12,25,Qualcomm Snapdragon,4 GB,699.0,128 GB,https://www.noon.com/uae-en/30se-dual-sim-arabic-atlantic-blue-4gb-ram-128gb-4g-middle-east-version/N53355373A/p/?o=d1450fe842516b7d
Beige,AED,,Galaxy Z Fold4 12GB RAM 256GB ROM 5G LTE Beige,2345.0,Android 11,25,,12 GB,2550.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold4-12gb-ram-256gb-rom-5g-lte-beige/N53351739A/p/?o=b34fcf4cb2348dfa
Sunfire Yellow,AED,https://f.nooncdn.com/p/pnsku/N70094709V/45/_/1723113790/b7dea626-2c3f-47f5-a624-e21ec39826b9.jpg?format=jpg&width=240,nubia Neo 2 Dual SIM Sunfire Yellow 8GB RAM 256GB 5G - International Version With nubia Gaming Earphones,759.0,,25,Unisoc,8 GB,879.0,256 GB,https://www.noon.com/uae-en/nubia-neo-2-dual-sim-sunfire-yellow-8gb-ram-256gb-5g-international-version-with-nubia-gaming-earphones/N70094708V/p/?o=fcc2fbb2b6377f6f
Cosmic Grey,AED,https://f.nooncdn.com/p/v1619178669/N39347607A_1.jpg?format=jpg&width=240,Galaxy S20 Ultra Dual SIM Cosmic Grey 12GB RAM 128GB 5G LTE,945.0,Android 10(Q),25,,12 GB,1075.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-ultra-dual-sim-cosmic-grey-12gb-ram-128gb-5g-lte/N39347675A/p/?o=d79fb4bbf776f43a
Natural,AED,,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro 128 GB Natural Titanium,6999.0,,25,,,7999.0,128 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-128-gb-natural-titanium/Z8B1A46A8D12DF0BAD531Z/p/?o=z8b1a46a8d12df0bad531z-1
black,AED,https://f.nooncdn.com/p/v1686663896/N51616746A_1.jpg?format=jpg&width=240,Nova 9 Dual SIM Black 8GB RAM 128GB 4G - Middle East Version,,,25,Qualcomm Snapdragon,8 GB,1070.0,128 GB,https://www.noon.com/uae-en/nova-9-dual-sim-black-8gb-ram-128gb-4g-middle-east-version/N51616746A/p/?o=f06e0ea46c68590c
Field Green,AED,https://f.nooncdn.com/p/pnsku/N70027156V/45/_/1701156383/bae812e8-a908-47e9-acf4-fc960a5e5759.jpg?format=jpg&width=240,A70 Dual SIM Field Green 4GB RAM 256GB 4G - Middle East Version,320.0,,25,Unisoc,4 GB,359.85,256 GB,https://www.noon.com/uae-en/a70-dual-sim-field-green-4gb-ram-256gb-4g-middle-east-version/N70027160V/p/?o=cbb7dd71ae1ace9e
Midnight Black,AED,,Redmi Note 13 Pro+ 5G Dual SIM Midnight Black 16GB RAM 512GB ROM China Version,,Android 14,25,MediaTek Dimensity,16 GB,1290.0,512 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-dual-sim-midnight-black-16gb-ram-512gb-rom-china-version/N70073233V/p/?o=b798d398fb5b05ee
اسود,AED,,Mobile 6300 Dual Sim 4G  Black,,,25,,16 MB,197.85,16 GB,https://www.noon.com/uae-en/mobile-6300-dual-sim-4g-black/N70032827V/p/?o=aa8d7a1b2245a75a
Silver,AED,,Reno11 Pro 5G 12GB RAM 256GB ROM Silver - Chinese Version,,Android 14,25,,12 GB,1650.0,256 GB,https://www.noon.com/uae-en/reno11-pro-5g-12gb-ram-256gb-rom-silver-chinese-version/N70068981V/p/?o=ad96feb916e02aab
Phantom White,AED,,Galaxy S22 Ultra Dual SIM Phantom White 12GB RAM 256GB 5G - International Version,,,25,,12 GB,1949.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-phantom-white-12gb-ram-256gb-5g-international-version/N52612299A/p/?o=f344c75f79d85c1d
Black,AED,https://f.nooncdn.com/p/pnsku/N70048110V/45/_/1708668894/22877a60-d615-43b4-9bc3-e17215387120.jpg?format=jpg&width=240,14 Dual SIM Black 12GB RAM 512GB 5G With Watch S3 And Buds - Global Version,,,25,,12 GB,3145.0,512 GB,https://www.noon.com/uae-en/14-dual-sim-black-12gb-ram-512gb-5g-with-watch-s3-and-buds-global-version/N70048110V/p/?o=c965d3b96741380c
,AED,,"15 Pro Super Mini Mobile Phone Android Quad Core Black, Mobile Mini Smartphone Ultra Small Pocket Student Children Men and Women",169.0,,25,,,220.0,,https://www.noon.com/uae-en/15-pro-super-mini-mobile-phone-android-quad-core-black-mobile-mini-smartphone-ultra-small-pocket-student-children-men-and-women/ZF40CCDE3E9895E6A3EA0Z/p/?o=zf40ccde3e9895e6a3ea0z-1
Mint,AED,https://f.nooncdn.com/p/pnsku/N53424157A/45/_/1694014390/9aa54c81-2245-4bc9-8126-1a735396fe08.jpg?format=jpg&width=240,Galaxy Z Flip 5 Single Sim Mint 8GB RAM 256GB 5G - International Version,1795.0,,25,,8 GB,3899.0,256 GB,https://www.noon.com/uae-en/galaxy-z-flip-5-single-sim-mint-8gb-ram-256gb-5g-international-version/N53424155A/p/?o=f3ef1698375cc33b
,AED,,"SOYES S23 Pro mini smartphone, Android 8.1, Dual SIM, 3 inches, 3G Mobile Phone, 2GB+16GB,1000mAh (pink)",,,25,,,249.0,16 GB,https://www.noon.com/uae-en/soyes-s23-pro-mini-smartphone-android-8-1-dual-sim-3-inches-3g-mobile-phone-2gb-16gb-1000mah-pink/Z9BFDB44F989D6183971EZ/p/?o=z9bfdb44f989d6183971ez-1
Gold,AED,https://f.nooncdn.com/p/pzsku/Z7C7EA39169EDA1504A80Z/45/_/1686819218/c60063bb-a55d-4e31-af33-a594449bfcdf.jpg?format=jpg&width=240,Caviar Luxury 24K Gold Customized iPhone 14 Pro Max Limited Edition 512 GB,10349.0,iOS 16,25,Apple Bionic,6 GB,19000.0,512 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-customized-iphone-14-pro-max-limited-edition-512-gb/Z87CCE7713464F6CC97BCZ/p/?o=z87cce7713464f6cc97bcz-1
Red,AED,,Y85 Dual SIM Red 64GB 4GB RAM 4G LTE,235.0,,25,Qualcomm Snapdragon,4 GB,429.0,64 GB,https://www.noon.com/uae-en/y85-dual-sim-red-64gb-4gb-ram-4g-lte/N51095403A/p/?o=b511d0d4d9fe7f9a
